gene	log2FC	pvalue	padj
ENSG00000008196	0.48874009187685097	0.4692330013404131	
ENSG00000008197	0.6595491179388473	0.4892928654839116	
ENSG00000008226	1.3644561114087235	0.0013059192001961223	
ENSG00000008256	-0.1855457542243597	0.1115893047665295	
ENSG00000008277	0.5092320791679368	0.006433890885709701	
ENSG00000008282	-0.17642600071546344	0.013451834293523604	
ENSG00000008283	-0.2639942360487675	0.15236957866412398	
ENSG00000008294	-0.5671141087596361	0.00013216117136206858	
ENSG00000008300	0.41608017675264075	0.07614812482587185	
ENSG00000008311	-0.6750217335968918	0.0005912823586272763	
ENSG00000008323	-0.5524112509633823	0.4452815770782159	
ENSG00000008324	0.2694226179298913	0.08257970793418994	
ENSG00000008382	0.18618024548649714	0.026974912067231183	
ENSG00000008394	-1.6568821359167574	0.005052739141686106	
ENSG00000008405	-0.2404308777508568	0.1727897790478169	
ENSG00000008438	1.8897228359920253	0.000830937843640422	
ENSG00000008441	0.3516489857581373	0.004717172945280393	
ENSG00000008513	-0.3788366667212788	0.008810436210106963	
ENSG00000008516	1.4766969553432436	0.0003795000887459955	
ENSG00000008517	0.5643363615756671	0.03188175177337351	
ENSG00000008710	0.44744459878717713	6.003656723756767e-06	
ENSG00000008735	0.5453391039629651	0.003320602018335802	
ENSG00000008838	0.0053397980201923545	0.919805629352572	
ENSG00000008853	0.07589646935665595	0.610840640922415	
ENSG00000008869	-0.9272259782922556	0.0002961821852655366	
ENSG00000008952	-0.11604924911610937	0.16633366733008836	
ENSG00000008988	-0.2781736454461292	0.014007888100644869	
ENSG00000009307	-0.4156029817074103	5.622765863886808e-08	
ENSG00000009335	-0.11929363756282729	0.11470676511742801	
ENSG00000009413	0.012649007935376044	0.881443057771468	
ENSG00000009694	0.7714958978369717	0.001392448704695611	
ENSG00000009709	0.8801763519935228	0.11386140419461764	
ENSG00000009724	-2.136003753390116	0.2365253782577264	
ENSG00000009765	1.9321937358588244	0.2879419790183677	
ENSG00000009780	0.049976180175919094	0.5914114117062115	
ENSG00000009790	0.5763789651557445	0.07613492133924749	
ENSG00000009830	-0.10301105804842337	0.3566328708919949	
ENSG00000009844	0.015460485597067475	0.8578919993768663	
ENSG00000009950	-2.019059631142398	0.0016011461742060696	
ENSG00000009954	-0.1450183655014703	0.012092525835624849	
ENSG00000010017	-0.1886925473830967	0.023791149889189633	
